"TAX","Tax","GOV","Government","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"1100","1100 Of individuals","FED","Federal or Central government","2003","2003","GBP","Pound Sterling","0","Units",,,111729,,
"1100","1100 Of individuals","FED","Federal or Central government","2004","2004","GBP","Pound Sterling","0","Units",,,119665,,
"1100","1100 Of individuals","FED","Federal or Central government","2005","2005","GBP","Pound Sterling","0","Units",,,130135,,
"1100","1100 Of individuals","FED","Federal or Central government","2006","2006","GBP","Pound Sterling","0","Units",,,139485,,
"1100","1100 Of individuals","FED","Federal or Central government","2007","2007","GBP","Pound Sterling","0","Units",,,151157,,
"1100","1100 Of individuals","FED","Federal or Central government","2008","2008","GBP","Pound Sterling","0","Units",,,154516,,
"1100","1100 Of individuals","FED","Federal or Central government","2009","2009","GBP","Pound Sterling","0","Units",,,145838,,
"1100","1100 Of individuals","FED","Federal or Central government","2010","2010","GBP","Pound Sterling","0","Units",,,147019,,
"1100","1100 Of individuals","FED","Federal or Central government","2011","2011","GBP","Pound Sterling","0","Units",,,152953,,
"1100","1100 Of individuals","FED","Federal or Central government","2012","2012","GBP","Pound Sterling","0","Units",,,150808,,
"1100","1100 Of individuals","FED","Federal or Central government","2013","2013","GBP","Pound Sterling","0","Units",,,156570,,
"1100","1100 Of individuals","FED","Federal or Central government","2014","2014","GBP","Pound Sterling","0","Units",,,160101,,
"1100","1100 Of individuals","FED","Federal or Central government","2015","2015","GBP","Pound Sterling","0","Units",,,168873.455,,
"1100","1100 Of individuals","FED","Federal or Central government","2016","2016","GBP","Pound Sterling","0","Units",,,176136.438,,
"1100","1100 Of individuals","FED","Federal or Central government","2017","2017","GBP","Pound Sterling","0","Units",,,185962.521,,
"1100","1100 Of individuals","FED","Federal or Central government","2018","2018","GBP","Pound Sterling","0","Units",,,192754.349,,
"1100","1100 Of individuals","FED","Federal or Central government","2019","2019","GBP","Pound Sterling","0","Units",,,200490.446,,
"1100","1100 Of individuals","FED","Federal or Central government","2020","2020","GBP","Pound Sterling","0","Units",,,197219.269,,
"1100","1100 Of individuals","FED","Federal or Central government","2021","2021","GBP","Pound Sterling","0","Units",,,230129.502,,
"1110","1110 On income and profits","FED","Federal or Central government","1973","1973","GBP","Pound Sterling","0","Units",,,7371,,
"1110","1110 On income and profits","FED","Federal or Central government","1974","1974","GBP","Pound Sterling","0","Units",,,9869,,
"1110","1110 On income and profits","FED","Federal or Central government","1975","1975","GBP","Pound Sterling","0","Units",,,14448,,
"1110","1110 On income and profits","FED","Federal or Central government","1976","1976","GBP","Pound Sterling","0","Units",,,16801,,
"1110","1110 On income and profits","FED","Federal or Central government","1977","1977","GBP","Pound Sterling","0","Units",,,17453,,
"1110","1110 On income and profits","FED","Federal or Central government","1978","1978","GBP","Pound Sterling","0","Units",,,18785,,
"1110","1110 On income and profits","FED","Federal or Central government","1979","1979","GBP","Pound Sterling","0","Units",,,20355,,
"1110","1110 On income and profits","FED","Federal or Central government","1980","1980","GBP","Pound Sterling","0","Units",,,23376,,
"1110","1110 On income and profits","FED","Federal or Central government","1981","1981","GBP","Pound Sterling","0","Units",,,26958,,
"1110","1110 On income and profits","FED","Federal or Central government","1982","1982","GBP","Pound Sterling","0","Units",,,29786,,
"1110","1110 On income and profits","FED","Federal or Central government","1983","1983","GBP","Pound Sterling","0","Units",,,31023,,
"1110","1110 On income and profits","FED","Federal or Central government","1984","1984","GBP","Pound Sterling","0","Units",,,32064,,
"1110","1110 On income and profits","FED","Federal or Central government","1985","1985","GBP","Pound Sterling","0","Units",,,33965,,
"1110","1110 On income and profits","FED","Federal or Central government","1986","1986","GBP","Pound Sterling","0","Units",,,39283,,
"1110","1110 On income and profits","FED","Federal or Central government","1987","1987","GBP","Pound Sterling","0","Units",,,40040,,
"1110","1110 On income and profits","FED","Federal or Central government","1988","1988","GBP","Pound Sterling","0","Units",,,43268,,
"1110","1110 On income and profits","FED","Federal or Central government","1989","1989","GBP","Pound Sterling","0","Units",,,46546,,
"1110","1110 On income and profits","FED","Federal or Central government","1990","1990","GBP","Pound Sterling","0","Units",,,57614,,
"1110","1110 On income and profits","FED","Federal or Central government","1991","1991","GBP","Pound Sterling","0","Units",,,58951,,
"1110","1110 On income and profits","FED","Federal or Central government","1992","1992","GBP","Pound Sterling","0","Units",,,61021,,
"1110","1110 On income and profits","FED","Federal or Central government","1993","1993","GBP","Pound Sterling","0","Units",,,60987,,
"1110","1110 On income and profits","FED","Federal or Central government","1994","1994","GBP","Pound Sterling","0","Units",,,65717,,
"1110","1110 On income and profits","FED","Federal or Central government","1995","1995","GBP","Pound Sterling","0","Units",,,71121,,
"1110","1110 On income and profits","FED","Federal or Central government","1996","1996","GBP","Pound Sterling","0","Units",,,71206,,
"1110","1110 On income and profits","FED","Federal or Central government","1997","1997","GBP","Pound Sterling","0","Units",,,72525,,
"1110","1110 On income and profits","FED","Federal or Central government","1998","1998","GBP","Pound Sterling","0","Units",,,85903,,
"1110","1110 On income and profits","FED","Federal or Central government","1999","1999","GBP","Pound Sterling","0","Units",,,93079,,
"1110","1110 On income and profits","FED","Federal or Central government","2000","2000","GBP","Pound Sterling","0","Units",,,101925,,
"1110","1110 On income and profits","FED","Federal or Central government","2001","2001","GBP","Pound Sterling","0","Units",,,107661,,
"1110","1110 On income and profits","FED","Federal or Central government","2002","2002","GBP","Pound Sterling","0","Units",,,108525,,
"1110","1110 On income and profits","FED","Federal or Central government","2003","2003","GBP","Pound Sterling","0","Units",,,110203,,
"1110","1110 On income and profits","FED","Federal or Central government","2004","2004","GBP","Pound Sterling","0","Units",,,117369,,
"1110","1110 On income and profits","FED","Federal or Central government","2005","2005","GBP","Pound Sterling","0","Units",,,127803,,
"1110","1110 On income and profits","FED","Federal or Central government","2006","2006","GBP","Pound Sterling","0","Units",,,136611,,
"1110","1110 On income and profits","FED","Federal or Central government","2007","2007","GBP","Pound Sterling","0","Units",,,147309,,
"1110","1110 On income and profits","FED","Federal or Central government","2008","2008","GBP","Pound Sterling","0","Units",,,149228,,
"1110","1110 On income and profits","FED","Federal or Central government","2009","2009","GBP","Pound Sterling","0","Units",,,138023,,
"1110","1110 On income and profits","FED","Federal or Central government","2010","2010","GBP","Pound Sterling","0","Units",,,144502,,
"1110","1110 On income and profits","FED","Federal or Central government","2011","2011","GBP","Pound Sterling","0","Units",,,149353,,
"1110","1110 On income and profits","FED","Federal or Central government","2012","2012","GBP","Pound Sterling","0","Units",,,146474,,
"1110","1110 On income and profits","FED","Federal or Central government","2013","2013","GBP","Pound Sterling","0","Units",,,152668,,
"1110","1110 On income and profits","FED","Federal or Central government","2014","2014","GBP","Pound Sterling","0","Units",,,156187,,
"1110","1110 On income and profits","FED","Federal or Central government","2015","2015","GBP","Pound Sterling","0","Units",,,163291.455,,
"1110","1110 On income and profits","FED","Federal or Central government","2016","2016","GBP","Pound Sterling","0","Units",,,169076.438,,
"1110","1110 On income and profits","FED","Federal or Central government","2017","2017","GBP","Pound Sterling","0","Units",,,177402.521,,
"1110","1110 On income and profits","FED","Federal or Central government","2018","2018","GBP","Pound Sterling","0","Units",,,184957.349,,
"1110","1110 On income and profits","FED","Federal or Central government","2019","2019","GBP","Pound Sterling","0","Units",,,191303.446,,
"1110","1110 On income and profits","FED","Federal or Central government","2020","2020","GBP","Pound Sterling","0","Units",,,186966.269,,
"1110","1110 On income and profits","FED","Federal or Central government","2021","2021","GBP","Pound Sterling","0","Units",,,218020.502,,
"1120","1120 On capital gains","FED","Federal or Central government","1973","1973","GBP","Pound Sterling","0","Units",,,377,,
"1120","1120 On capital gains","FED","Federal or Central government","1974","1974","GBP","Pound Sterling","0","Units",,,496,,
"1120","1120 On capital gains","FED","Federal or Central government","1975","1975","GBP","Pound Sterling","0","Units",,,488,,
"1120","1120 On capital gains","FED","Federal or Central government","1976","1976","GBP","Pound Sterling","0","Units",,,420,,
"1120","1120 On capital gains","FED","Federal or Central government","1977","1977","GBP","Pound Sterling","0","Units",,,403,,
"1120","1120 On capital gains","FED","Federal or Central government","1978","1978","GBP","Pound Sterling","0","Units",,,416,,
"1120","1120 On capital gains","FED","Federal or Central government","1979","1979","GBP","Pound Sterling","0","Units",,,529,,
"1120","1120 On capital gains","FED","Federal or Central government","1980","1980","GBP","Pound Sterling","0","Units",,,492,,
"1120","1120 On capital gains","FED","Federal or Central government","1981","1981","GBP","Pound Sterling","0","Units",,,487,,
"1120","1120 On capital gains","FED","Federal or Central government","1982","1982","GBP","Pound Sterling","0","Units",,,592,,
"1120","1120 On capital gains","FED","Federal or Central government","1983","1983","GBP","Pound Sterling","0","Units",,,643,,
"1120","1120 On capital gains","FED","Federal or Central government","1984","1984","GBP","Pound Sterling","0","Units",,,694,,
"1120","1120 On capital gains","FED","Federal or Central government","1985","1985","GBP","Pound Sterling","0","Units",,,855,,
"1120","1120 On capital gains","FED","Federal or Central government","1986","1986","GBP","Pound Sterling","0","Units",,,971,,
"1120","1120 On capital gains","FED","Federal or Central government","1987","1987","GBP","Pound Sterling","0","Units",,,1230,,
"1120","1120 On capital gains","FED","Federal or Central government","1988","1988","GBP","Pound Sterling","0","Units",,,2172,,
"1120","1120 On capital gains","FED","Federal or Central government","1989","1989","GBP","Pound Sterling","0","Units",,,2002,,
"1120","1120 On capital gains","FED","Federal or Central government","1990","1990","GBP","Pound Sterling","0","Units",,,1892,,
"1120","1120 On capital gains","FED","Federal or Central government","1991","1991","GBP","Pound Sterling","0","Units",,,1359,,
"1120","1120 On capital gains","FED","Federal or Central government","1992","1992","GBP","Pound Sterling","0","Units",,,1073,,
"1120","1120 On capital gains","FED","Federal or Central government","1993","1993","GBP","Pound Sterling","0","Units",,,785,,
"1120","1120 On capital gains","FED","Federal or Central government","1994","1994","GBP","Pound Sterling","0","Units",,,821,,
"1120","1120 On capital gains","FED","Federal or Central government","1995","1995","GBP","Pound Sterling","0","Units",,,852,,
"1120","1120 On capital gains","FED","Federal or Central government","1996","1996","GBP","Pound Sterling","0","Units",,,972,,
"1120","1120 On capital gains","FED","Federal or Central government","1997","1997","GBP","Pound Sterling","0","Units",,,482,,
"1120","1120 On capital gains","FED","Federal or Central government","1998","1998","GBP","Pound Sterling","0","Units",,,1460,,
"1120","1120 On capital gains","FED","Federal or Central government","1999","1999","GBP","Pound Sterling","0","Units",,,1971,,
"1120","1120 On capital gains","FED","Federal or Central government","2000","2000","GBP","Pound Sterling","0","Units",,,2211,,
"1120","1120 On capital gains","FED","Federal or Central government","2001","2001","GBP","Pound Sterling","0","Units",,,3400,,
"1120","1120 On capital gains","FED","Federal or Central government","2002","2002","GBP","Pound Sterling","0","Units",,,2820,,
"1120","1120 On capital gains","FED","Federal or Central government","2003","2003","GBP","Pound Sterling","0","Units",,,1526,,
"1120","1120 On capital gains","FED","Federal or Central government","2004","2004","GBP","Pound Sterling","0","Units",,,2296,,
"1120","1120 On capital gains","FED","Federal or Central government","2005","2005","GBP","Pound Sterling","0","Units",,,2332,,
"1120","1120 On capital gains","FED","Federal or Central government","2006","2006","GBP","Pound Sterling","0","Units",,,2874,,
"1120","1120 On capital gains","FED","Federal or Central government","2007","2007","GBP","Pound Sterling","0","Units",,,3848,,
"1120","1120 On capital gains","FED","Federal or Central government","2008","2008","GBP","Pound Sterling","0","Units",,,5288,,
"1120","1120 On capital gains","FED","Federal or Central government","2009","2009","GBP","Pound Sterling","0","Units",,,7815,,
"1120","1120 On capital gains","FED","Federal or Central government","2010","2010","GBP","Pound Sterling","0","Units",,,2517,,
"1120","1120 On capital gains","FED","Federal or Central government","2011","2011","GBP","Pound Sterling","0","Units",,,3600,,
"1120","1120 On capital gains","FED","Federal or Central government","2012","2012","GBP","Pound Sterling","0","Units",,,4334,,
"1120","1120 On capital gains","FED","Federal or Central government","2013","2013","GBP","Pound Sterling","0","Units",,,3902,,
"1120","1120 On capital gains","FED","Federal or Central government","2014","2014","GBP","Pound Sterling","0","Units",,,3914,,
"1120","1120 On capital gains","FED","Federal or Central government","2015","2015","GBP","Pound Sterling","0","Units",,,5582,,
"1120","1120 On capital gains","FED","Federal or Central government","2016","2016","GBP","Pound Sterling","0","Units",,,7060,,
"1120","1120 On capital gains","FED","Federal or Central government","2017","2017","GBP","Pound Sterling","0","Units",,,8560,,
"1120","1120 On capital gains","FED","Federal or Central government","2018","2018","GBP","Pound Sterling","0","Units",,,7797,,
"1120","1120 On capital gains","FED","Federal or Central government","2019","2019","GBP","Pound Sterling","0","Units",,,9187,,
"1120","1120 On capital gains","FED","Federal or Central government","2020","2020","GBP","Pound Sterling","0","Units",,,10253,,
"1120","1120 On capital gains","FED","Federal or Central government","2021","2021","GBP","Pound Sterling","0","Units",,,12109,,
"1200","1200 Corporate","FED","Federal or Central government","1973","1973","GBP","Pound Sterling","0","Units",,,1939,,
"1200","1200 Corporate","FED","Federal or Central government","1974","1974","GBP","Pound Sterling","0","Units",,,2847,,
"1200","1200 Corporate","FED","Federal or Central government","1975","1975","GBP","Pound Sterling","0","Units",,,2310,,
"1200","1200 Corporate","FED","Federal or Central government","1976","1976","GBP","Pound Sterling","0","Units",,,2168,,
"1200","1200 Corporate","FED","Federal or Central government","1977","1977","GBP","Pound Sterling","0","Units",,,3037,,
"1200","1200 Corporate","FED","Federal or Central government","1978","1978","GBP","Pound Sterling","0","Units",,,3839,,
"1200","1200 Corporate","FED","Federal or Central government","1979","1979","GBP","Pound Sterling","0","Units",,,4884,,
"1200","1200 Corporate","FED","Federal or Central government","1980","1980","GBP","Pound Sterling","0","Units",,,6783,,
"1200","1200 Corporate","FED","Federal or Central government","1981","1981","GBP","Pound Sterling","0","Units",,,8471,,
"1200","1200 Corporate","FED","Federal or Central government","1982","1982","GBP","Pound Sterling","0","Units",,,10492,,
"1200","1200 Corporate","FED","Federal or Central government","1983","1983","GBP","Pound Sterling","0","Units",,,12069,,
"1200","1200 Corporate","FED","Federal or Central government","1984","1984","GBP","Pound Sterling","0","Units",,,13997,,
"1200","1200 Corporate","FED","Federal or Central government","1985","1985","GBP","Pound Sterling","0","Units",,,16854,,
"1200","1200 Corporate","FED","Federal or Central government","1986","1986","GBP","Pound Sterling","0","Units",,,15345,,
"1200","1200 Corporate","FED","Federal or Central government","1987","1987","GBP","Pound Sterling","0","Units",,,16264,,
"1200","1200 Corporate","FED","Federal or Central government","1988","1988","GBP","Pound Sterling","0","Units",,,18808,,
"1200","1200 Corporate","FED","Federal or Central government","1989","1989","GBP","Pound Sterling","0","Units",,,23433,,
"1200","1200 Corporate","FED","Federal or Central government","1990","1990","GBP","Pound Sterling","0","Units",,,20070,,
"1200","1200 Corporate","FED","Federal or Central government","1991","1991","GBP","Pound Sterling","0","Units",,,16736,,
"1200","1200 Corporate","FED","Federal or Central government","1992","1992","GBP","Pound Sterling","0","Units",,,12976,,
"1200","1200 Corporate","FED","Federal or Central government","1993","1993","GBP","Pound Sterling","0","Units",,,12578,,
"1200","1200 Corporate","FED","Federal or Central government","1994","1994","GBP","Pound Sterling","0","Units",,,15398,,
"1200","1200 Corporate","FED","Federal or Central government","1995","1995","GBP","Pound Sterling","0","Units",,,20174,,
"1200","1200 Corporate","FED","Federal or Central government","1996","1996","GBP","Pound Sterling","0","Units",,,24726,,
"1200","1200 Corporate","FED","Federal or Central government","1997","1997","GBP","Pound Sterling","0","Units",,,32001,,
"1200","1200 Corporate","FED","Federal or Central government","1998","1998","GBP","Pound Sterling","0","Units",,,34020,,
"1200","1200 Corporate","FED","Federal or Central government","1999","1999","GBP","Pound Sterling","0","Units",,,32743,,
"1200","1200 Corporate","FED","Federal or Central government","2000","2000","GBP","Pound Sterling","0","Units",,,38061,,
"1200","1200 Corporate","FED","Federal or Central government","2001","2001","GBP","Pound Sterling","0","Units",,,34255,,
"1200","1200 Corporate","FED","Federal or Central government","2002","2002","GBP","Pound Sterling","0","Units",,,31274,,
"1200","1200 Corporate","FED","Federal or Central government","2003","2003","GBP","Pound Sterling","0","Units",,,31467.353,,
"1200","1200 Corporate","FED","Federal or Central government","2004","2004","GBP","Pound Sterling","0","Units",,,38076.248,,
"1200","1200 Corporate","FED","Federal or Central government","2005","2005","GBP","Pound Sterling","0","Units",,,47013.72,,
"1200","1200 Corporate","FED","Federal or Central government","2006","2006","GBP","Pound Sterling","0","Units",,,50269.379,,
"1200","1200 Corporate","FED","Federal or Central government","2007","2007","GBP","Pound Sterling","0","Units",,,50158.692,,
"1200","1200 Corporate","FED","Federal or Central government","2008","2008","GBP","Pound Sterling","0","Units",,,45856.295,,
"1200","1200 Corporate","FED","Federal or Central government","2009","2009","GBP","Pound Sterling","0","Units",,,38822.952,,
"1200","1200 Corporate","FED","Federal or Central government","2010","2010","GBP","Pound Sterling","0","Units",,,45751.504,,
"1200","1200 Corporate","FED","Federal or Central government","2011","2011","GBP","Pound Sterling","0","Units",,,45216,,
"1200","1200 Corporate","FED","Federal or Central government","2012","2012","GBP","Pound Sterling","0","Units",,,43222,,
"1200","1200 Corporate","FED","Federal or Central government","2013","2013","GBP","Pound Sterling","0","Units",,,43199,,
"1200","1200 Corporate","FED","Federal or Central government","2014","2014","GBP","Pound Sterling","0","Units",,,45026,,
"1200","1200 Corporate","FED","Federal or Central government","2015","2015","GBP","Pound Sterling","0","Units",,,43824,,
"1200","1200 Corporate","FED","Federal or Central government","2016","2016","GBP","Pound Sterling","0","Units",,,54611,,
"1200","1200 Corporate","FED","Federal or Central government","2017","2017","GBP","Pound Sterling","0","Units",,,54561,,
"1200","1200 Corporate","FED","Federal or Central government","2018","2018","GBP","Pound Sterling","0","Units",,,54691,,
"1200","1200 Corporate","FED","Federal or Central government","2019","2019","GBP","Pound Sterling","0","Units",,,51253,,
"1200","1200 Corporate","FED","Federal or Central government","2020","2020","GBP","Pound Sterling","0","Units",,,50077,,
"1200","1200 Corporate","FED","Federal or Central government","2021","2021","GBP","Pound Sterling","0","Units",,,61360,,
"1210","1210 On profits","FED","Federal or Central government","1973","1973","GBP","Pound Sterling","0","Units",,,1869,,
"1210","1210 On profits","FED","Federal or Central government","1980","1980","GBP","Pound Sterling","0","Units",,,6509.6,,
"1210","1210 On profits","FED","Federal or Central government","1981","1981","GBP","Pound Sterling","0","Units",,,8130.24,,
"1210","1210 On profits","FED","Federal or Central government","1982","1982","GBP","Pound Sterling","0","Units",,,10070.08,,
"1210","1210 On profits","FED","Federal or Central government","1983","1983","GBP","Pound Sterling","0","Units",,,11585.64,,
"1210","1210 On profits","FED","Federal or Central government","1984","1984","GBP","Pound Sterling","0","Units",,,13435.2,,
"1210","1210 On profits","FED","Federal or Central government","1985","1985","GBP","Pound Sterling","0","Units",,,16346,,
"1210","1210 On profits","FED","Federal or Central government","1986","1986","GBP","Pound Sterling","0","Units",,,14425,,
"1210","1210 On profits","FED","Federal or Central government","1987","1987","GBP","Pound Sterling","0","Units",,,15370,,
"1210","1210 On profits","FED","Federal or Central government","1988","1988","GBP","Pound Sterling","0","Units",,,17893,,
"1210","1210 On profits","FED","Federal or Central government","1989","1989","GBP","Pound Sterling","0","Units",,,22136,,
"1210","1210 On profits","FED","Federal or Central government","1990","1990","GBP","Pound Sterling","0","Units",,,18994,,
"1210","1210 On profits","FED","Federal or Central government","1991","1991","GBP","Pound Sterling","0","Units",,,16058,,
"1210","1210 On profits","FED","Federal or Central government","1992","1992","GBP","Pound Sterling","0","Units",,,12663,,
"1210","1210 On profits","FED","Federal or Central government","1993","1993","GBP","Pound Sterling","0","Units",,,12388,,
"1210","1210 On profits","FED","Federal or Central government","1994","1994","GBP","Pound Sterling","0","Units",,,14772,,
"1210","1210 On profits","FED","Federal or Central government","1995","1995","GBP","Pound Sterling","0","Units",,,19569,,
"1210","1210 On profits","FED","Federal or Central government","1996","1996","GBP","Pound Sterling","0","Units",,,23885,,
"1210","1210 On profits","FED","Federal or Central government","1997","1997","GBP","Pound Sterling","0","Units",,,30928,,
"1210","1210 On profits","FED","Federal or Central government","1998","1998","GBP","Pound Sterling","0","Units",,,32535,,
"1210","1210 On profits","FED","Federal or Central government","1999","1999","GBP","Pound Sterling","0","Units",,,30946,,
"1210","1210 On profits","FED","Federal or Central government","2000","2000","GBP","Pound Sterling","0","Units",,,35730,,
"1210","1210 On profits","FED","Federal or Central government","2001","2001","GBP","Pound Sterling","0","Units",,,32906,,
"1210","1210 On profits","FED","Federal or Central government","2002","2002","GBP","Pound Sterling","0","Units",,,30092,,
"1210","1210 On profits","FED","Federal or Central government","2003","2003","GBP","Pound Sterling","0","Units",,,30180.353,,
"1210","1210 On profits","FED","Federal or Central government","2004","2004","GBP","Pound Sterling","0","Units",,,36124.248,,
"1210","1210 On profits","FED","Federal or Central government","2005","2005","GBP","Pound Sterling","0","Units",,,44280.72,,
"1210","1210 On profits","FED","Federal or Central government","2006","2006","GBP","Pound Sterling","0","Units",,,46570.379,,
"1210","1210 On profits","FED","Federal or Central government","2007","2007","GBP","Pound Sterling","0","Units",,,46840.692,,
"1210","1210 On profits","FED","Federal or Central government","2008","2008","GBP","Pound Sterling","0","Units",,,44293.295,,
"1210","1210 On profits","FED","Federal or Central government","2009","2009","GBP","Pound Sterling","0","Units",,,38007.952,,
"1210","1210 On profits","FED","Federal or Central government","2010","2010","GBP","Pound Sterling","0","Units",,,44856.504,,
"1210","1210 On profits","FED","Federal or Central government","2011","2011","GBP","Pound Sterling","0","Units",,,44411,,
"1210","1210 On profits","FED","Federal or Central government","2012","2012","GBP","Pound Sterling","0","Units",,,42364,,
"1210","1210 On profits","FED","Federal or Central government","2013","2013","GBP","Pound Sterling","0","Units",,,42190,,
"1210","1210 On profits","FED","Federal or Central government","2014","2014","GBP","Pound Sterling","0","Units",,,43773,,
"1210","1210 On profits","FED","Federal or Central government","2015","2015","GBP","Pound Sterling","0","Units",,,42407,,
"1210","1210 On profits","FED","Federal or Central government","2016","2016","GBP","Pound Sterling","0","Units",,,52460,,
"1210","1210 On profits","FED","Federal or Central government","2017","2017","GBP","Pound Sterling","0","Units",,,52834,,
"1210","1210 On profits","FED","Federal or Central government","2018","2018","GBP","Pound Sterling","0","Units",,,53163,,
"1210","1210 On profits","FED","Federal or Central government","2019","2019","GBP","Pound Sterling","0","Units",,,49949,,
"1210","1210 On profits","FED","Federal or Central government","2020","2020","GBP","Pound Sterling","0","Units",,,49052,,
"1210","1210 On profits","FED","Federal or Central government","2021","2021","GBP","Pound Sterling","0","Units",,,60297,,
"1220","1220 On capital gains","FED","Federal or Central government","1973","1973","GBP","Pound Sterling","0","Units",,,70,,
"1220","1220 On capital gains","FED","Federal or Central government","1980","1980","GBP","Pound Sterling","0","Units",,,273.4,,
"1220","1220 On capital gains","FED","Federal or Central government","1981","1981","GBP","Pound Sterling","0","Units",,,340.76,,
"1220","1220 On capital gains","FED","Federal or Central government","1982","1982","GBP","Pound Sterling","0","Units",,,421.92,,
"1220","1220 On capital gains","FED","Federal or Central government","1983","1983","GBP","Pound Sterling","0","Units",,,483.36,,
"1220","1220 On capital gains","FED","Federal or Central government","1984","1984","GBP","Pound Sterling","0","Units",,,561.8,,
"1220","1220 On capital gains","FED","Federal or Central government","1985","1985","GBP","Pound Sterling","0","Units",,,508,,
"1220","1220 On capital gains","FED","Federal or Central government","1986","1986","GBP","Pound Sterling","0","Units",,,920,,
"1220","1220 On capital gains","FED","Federal or Central government","1987","1987","GBP","Pound Sterling","0","Units",,,894,,
"1220","1220 On capital gains","FED","Federal or Central government","1988","1988","GBP","Pound Sterling","0","Units",,,915,,
"1220","1220 On capital gains","FED","Federal or Central government","1989","1989","GBP","Pound Sterling","0","Units",,,1297,,
"1220","1220 On capital gains","FED","Federal or Central government","1990","1990","GBP","Pound Sterling","0","Units",,,1076,,
"1220","1220 On capital gains","FED","Federal or Central government","1991","1991","GBP","Pound Sterling","0","Units",,,678,,
"1220","1220 On capital gains","FED","Federal or Central government","1992","1992","GBP","Pound Sterling","0","Units",,,313,,
"1220","1220 On capital gains","FED","Federal or Central government","1993","1993","GBP","Pound Sterling","0","Units",,,190,,
"1220","1220 On capital gains","FED","Federal or Central government","1994","1994","GBP","Pound Sterling","0","Units",,,626,,
"1220","1220 On capital gains","FED","Federal or Central government","1995","1995","GBP","Pound Sterling","0","Units",,,605,,
"1220","1220 On capital gains","FED","Federal or Central government","1996","1996","GBP","Pound Sterling","0","Units",,,841,,
"1220","1220 On capital gains","FED","Federal or Central government","1997","1997","GBP","Pound Sterling","0","Units",,,1073,,
"1220","1220 On capital gains","FED","Federal or Central government","1998","1998","GBP","Pound Sterling","0","Units",,,1485,,
"1220","1220 On capital gains","FED","Federal or Central government","1999","1999","GBP","Pound Sterling","0","Units",,,1797,,
"1220","1220 On capital gains","FED","Federal or Central government","2000","2000","GBP","Pound Sterling","0","Units",,,2331,,
"1220","1220 On capital gains","FED","Federal or Central government","2001","2001","GBP","Pound Sterling","0","Units",,,1349,,
"1220","1220 On capital gains","FED","Federal or Central government","2002","2002","GBP","Pound Sterling","0","Units",,,1182,,
"1220","1220 On capital gains","FED","Federal or Central government","2003","2003","GBP","Pound Sterling","0","Units",,,1287,,
"1220","1220 On capital gains","FED","Federal or Central government","2004","2004","GBP","Pound Sterling","0","Units",,,1952,,
"1220","1220 On capital gains","FED","Federal or Central government","2005","2005","GBP","Pound Sterling","0","Units",,,2733,,
"1220","1220 On capital gains","FED","Federal or Central government","2006","2006","GBP","Pound Sterling","0","Units",,,3699,,
"1220","1220 On capital gains","FED","Federal or Central government","2007","2007","GBP","Pound Sterling","0","Units",,,3318,,
"1220","1220 On capital gains","FED","Federal or Central government","2008","2008","GBP","Pound Sterling","0","Units",,,1563,,
"1220","1220 On capital gains","FED","Federal or Central government","2009","2009","GBP","Pound Sterling","0","Units",,,815,,
"1220","1220 On capital gains","FED","Federal or Central government","2010","2010","GBP","Pound Sterling","0","Units",,,895,,
"1220","1220 On capital gains","FED","Federal or Central government","2011","2011","GBP","Pound Sterling","0","Units",,,805,,
"1220","1220 On capital gains","FED","Federal or Central government","2012","2012","GBP","Pound Sterling","0","Units",,,858,,
"1220","1220 On capital gains","FED","Federal or Central government","2013","2013","GBP","Pound Sterling","0","Units",,,1009,,
"1220","1220 On capital gains","FED","Federal or Central government","2014","2014","GBP","Pound Sterling","0","Units",,,1253,,
"1220","1220 On capital gains","FED","Federal or Central government","2015","2015","GBP","Pound Sterling","0","Units",,,1417,,
"1220","1220 On capital gains","FED","Federal or Central government","2016","2016","GBP","Pound Sterling","0","Units",,,2151,,
"1220","1220 On capital gains","FED","Federal or Central government","2017","2017","GBP","Pound Sterling","0","Units",,,1727,,
"1220","1220 On capital gains","FED","Federal or Central government","2018","2018","GBP","Pound Sterling","0","Units",,,1528,,
"1220","1220 On capital gains","FED","Federal or Central government","2019","2019","GBP","Pound Sterling","0","Units",,,1304,,
"1220","1220 On capital gains","FED","Federal or Central government","2020","2020","GBP","Pound Sterling","0","Units",,,1025,,
"1220","1220 On capital gains","FED","Federal or Central government","2021","2021","GBP","Pound Sterling","0","Units",,,1063,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","1973","1973","GBP","Pound Sterling","0","Units",,,-100,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","1974","1974","GBP","Pound Sterling","0","Units",,,-587,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","1975","1975","GBP","Pound Sterling","0","Units",,,-530,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","1976","1976","GBP","Pound Sterling","0","Units",,,-209,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","1977","1977","GBP","Pound Sterling","0","Units",,,177,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","1978","1978","GBP","Pound Sterling","0","Units",,,-533,,
