"TAX","Tax","GOV","Government","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"5110","5110 General taxes","FED","Federal or Central government","2007","2007","GBP","Pound Sterling","0","Units",,,93374,,
"5110","5110 General taxes","FED","Federal or Central government","2008","2008","GBP","Pound Sterling","0","Units",,,93434,,
"5110","5110 General taxes","FED","Federal or Central government","2009","2009","GBP","Pound Sterling","0","Units",,,81122,,
"5110","5110 General taxes","FED","Federal or Central government","2010","2010","GBP","Pound Sterling","0","Units",,,97646,,
"5110","5110 General taxes","FED","Federal or Central government","2011","2011","GBP","Pound Sterling","0","Units",,,113485,,
"5110","5110 General taxes","FED","Federal or Central government","2012","2012","GBP","Pound Sterling","0","Units",,,116462,,
"5110","5110 General taxes","FED","Federal or Central government","2013","2013","GBP","Pound Sterling","0","Units",,,121460,,
"5110","5110 General taxes","FED","Federal or Central government","2014","2014","GBP","Pound Sterling","0","Units",,,127647,,
"5110","5110 General taxes","FED","Federal or Central government","2015","2015","GBP","Pound Sterling","0","Units",,,132906,,
"5110","5110 General taxes","FED","Federal or Central government","2016","2016","GBP","Pound Sterling","0","Units",,,137214,,
"5110","5110 General taxes","FED","Federal or Central government","2017","2017","GBP","Pound Sterling","0","Units",,,143382,,
"5110","5110 General taxes","FED","Federal or Central government","2018","2018","GBP","Pound Sterling","0","Units",,,149304,,
"5110","5110 General taxes","FED","Federal or Central government","2019","2019","GBP","Pound Sterling","0","Units",,,154996,,
"5110","5110 General taxes","FED","Federal or Central government","2020","2020","GBP","Pound Sterling","0","Units",,,139461,,
"5110","5110 General taxes","FED","Federal or Central government","2021","2021","GBP","Pound Sterling","0","Units",,,157118,,
"5111","5111 Value added taxes","FED","Federal or Central government","1973","1973","GBP","Pound Sterling","0","Units",,,1755,,
"5111","5111 Value added taxes","FED","Federal or Central government","1974","1974","GBP","Pound Sterling","0","Units",,,2735,,
"5111","5111 Value added taxes","FED","Federal or Central government","1975","1975","GBP","Pound Sterling","0","Units",,,3515,,
"5111","5111 Value added taxes","FED","Federal or Central government","1976","1976","GBP","Pound Sterling","0","Units",,,3900,,
"5111","5111 Value added taxes","FED","Federal or Central government","1977","1977","GBP","Pound Sterling","0","Units",,,4405,,
"5111","5111 Value added taxes","FED","Federal or Central government","1978","1978","GBP","Pound Sterling","0","Units",,,5239,,
"5111","5111 Value added taxes","FED","Federal or Central government","1979","1979","GBP","Pound Sterling","0","Units",,,7951,,
"5111","5111 Value added taxes","FED","Federal or Central government","1980","1980","GBP","Pound Sterling","0","Units",,,11897,,
"5111","5111 Value added taxes","FED","Federal or Central government","1981","1981","GBP","Pound Sterling","0","Units",,,13056,,
"5111","5111 Value added taxes","FED","Federal or Central government","1982","1982","GBP","Pound Sterling","0","Units",,,14308,,
"5111","5111 Value added taxes","FED","Federal or Central government","1983","1983","GBP","Pound Sterling","0","Units",,,16216,,
"5111","5111 Value added taxes","FED","Federal or Central government","1984","1984","GBP","Pound Sterling","0","Units",,,18437,,
"5111","5111 Value added taxes","FED","Federal or Central government","1985","1985","GBP","Pound Sterling","0","Units",,,21228,,
"5111","5111 Value added taxes","FED","Federal or Central government","1986","1986","GBP","Pound Sterling","0","Units",,,22715,,
"5111","5111 Value added taxes","FED","Federal or Central government","1987","1987","GBP","Pound Sterling","0","Units",,,25021,,
"5111","5111 Value added taxes","FED","Federal or Central government","1988","1988","GBP","Pound Sterling","0","Units",,,28861,,
"5111","5111 Value added taxes","FED","Federal or Central government","1989","1989","GBP","Pound Sterling","0","Units",,,31737,,
"5111","5111 Value added taxes","FED","Federal or Central government","1990","1990","GBP","Pound Sterling","0","Units",,,34136,,
"5111","5111 Value added taxes","FED","Federal or Central government","1991","1991","GBP","Pound Sterling","0","Units",,,37523,,
"5111","5111 Value added taxes","FED","Federal or Central government","1992","1992","GBP","Pound Sterling","0","Units",,,41031,,
"5111","5111 Value added taxes","FED","Federal or Central government","1993","1993","GBP","Pound Sterling","0","Units",,,41762,,
"5111","5111 Value added taxes","FED","Federal or Central government","1994","1994","GBP","Pound Sterling","0","Units",,,44690,,
"5111","5111 Value added taxes","FED","Federal or Central government","1995","1995","GBP","Pound Sterling","0","Units",,,47539,,
"5111","5111 Value added taxes","FED","Federal or Central government","1996","1996","GBP","Pound Sterling","0","Units",,,51692,,
"5111","5111 Value added taxes","FED","Federal or Central government","1997","1997","GBP","Pound Sterling","0","Units",,,54475,,
"5111","5111 Value added taxes","FED","Federal or Central government","1998","1998","GBP","Pound Sterling","0","Units",,,57539,,
"5111","5111 Value added taxes","FED","Federal or Central government","1999","1999","GBP","Pound Sterling","0","Units",,,62073,,
"5111","5111 Value added taxes","FED","Federal or Central government","2000","2000","GBP","Pound Sterling","0","Units",,,65018,,
"5111","5111 Value added taxes","FED","Federal or Central government","2001","2001","GBP","Pound Sterling","0","Units",,,67859,,
"5111","5111 Value added taxes","FED","Federal or Central government","2002","2002","GBP","Pound Sterling","0","Units",,,72136,,
"5111","5111 Value added taxes","FED","Federal or Central government","2003","2003","GBP","Pound Sterling","0","Units",,,78356,,
"5111","5111 Value added taxes","FED","Federal or Central government","2004","2004","GBP","Pound Sterling","0","Units",,,82691,,
"5111","5111 Value added taxes","FED","Federal or Central government","2005","2005","GBP","Pound Sterling","0","Units",,,84649,,
"5111","5111 Value added taxes","FED","Federal or Central government","2006","2006","GBP","Pound Sterling","0","Units",,,89016,,
"5111","5111 Value added taxes","FED","Federal or Central government","2007","2007","GBP","Pound Sterling","0","Units",,,93374,,
"5111","5111 Value added taxes","FED","Federal or Central government","2008","2008","GBP","Pound Sterling","0","Units",,,93434,,
"5111","5111 Value added taxes","FED","Federal or Central government","2009","2009","GBP","Pound Sterling","0","Units",,,81122,,
"5111","5111 Value added taxes","FED","Federal or Central government","2010","2010","GBP","Pound Sterling","0","Units",,,97646,,
"5111","5111 Value added taxes","FED","Federal or Central government","2011","2011","GBP","Pound Sterling","0","Units",,,113485,,
"5111","5111 Value added taxes","FED","Federal or Central government","2012","2012","GBP","Pound Sterling","0","Units",,,116462,,
"5111","5111 Value added taxes","FED","Federal or Central government","2013","2013","GBP","Pound Sterling","0","Units",,,121460,,
"5111","5111 Value added taxes","FED","Federal or Central government","2014","2014","GBP","Pound Sterling","0","Units",,,127647,,
"5111","5111 Value added taxes","FED","Federal or Central government","2015","2015","GBP","Pound Sterling","0","Units",,,132906,,
"5111","5111 Value added taxes","FED","Federal or Central government","2016","2016","GBP","Pound Sterling","0","Units",,,137214,,
"5111","5111 Value added taxes","FED","Federal or Central government","2017","2017","GBP","Pound Sterling","0","Units",,,143382,,
"5111","5111 Value added taxes","FED","Federal or Central government","2018","2018","GBP","Pound Sterling","0","Units",,,149304,,
"5111","5111 Value added taxes","FED","Federal or Central government","2019","2019","GBP","Pound Sterling","0","Units",,,154996,,
"5111","5111 Value added taxes","FED","Federal or Central government","2020","2020","GBP","Pound Sterling","0","Units",,,139461,,
"5111","5111 Value added taxes","FED","Federal or Central government","2021","2021","GBP","Pound Sterling","0","Units",,,157118,,
"5112","5112 Sales tax","FED","Federal or Central government","1973","1973","GBP","Pound Sterling","0","Units",,,380,,
"5112","5112 Sales tax","FED","Federal or Central government","1974","1974","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","1975","1975","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","1976","1976","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","1977","1977","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","1978","1978","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","1979","1979","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","1980","1980","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","1981","1981","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","1982","1982","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","1983","1983","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","1984","1984","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","1985","1985","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","1986","1986","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","1987","1987","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","1988","1988","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","1989","1989","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","1990","1990","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","1991","1991","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","1992","1992","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","1993","1993","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","1994","1994","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","1995","1995","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","1996","1996","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","1997","1997","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","1998","1998","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","1999","1999","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","2000","2000","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","2001","2001","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","2002","2002","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","2003","2003","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","2004","2004","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","2005","2005","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","2006","2006","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","2007","2007","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","2008","2008","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","2009","2009","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","2010","2010","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","2011","2011","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","2012","2012","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","2013","2013","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","2014","2014","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","2015","2015","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","2016","2016","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","2017","2017","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","2018","2018","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","2019","2019","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","2020","2020","GBP","Pound Sterling","0","Units",,,0,,
"5112","5112 Sales tax","FED","Federal or Central government","2021","2021","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","1973","1973","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","1974","1974","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","1975","1975","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","1976","1976","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","1977","1977","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","1978","1978","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","1979","1979","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","1980","1980","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","1981","1981","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","1982","1982","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","1983","1983","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","1984","1984","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","1985","1985","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","1986","1986","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","1987","1987","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","1988","1988","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","1989","1989","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","1990","1990","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","1991","1991","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","1992","1992","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","1993","1993","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","1994","1994","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","1995","1995","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","1996","1996","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","1997","1997","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","1998","1998","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","1999","1999","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","2000","2000","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","2001","2001","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","2002","2002","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","2003","2003","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","2004","2004","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","2005","2005","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","2006","2006","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","2007","2007","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","2008","2008","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","2009","2009","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","2010","2010","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","2011","2011","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","2012","2012","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","2013","2013","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","2014","2014","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","2015","2015","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","2016","2016","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","2017","2017","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","2018","2018","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","2019","2019","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","2020","2020","GBP","Pound Sterling","0","Units",,,0,,
"5113","5113 Other","FED","Federal or Central government","2021","2021","GBP","Pound Sterling","0","Units",,,0,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","1973","1973","GBP","Pound Sterling","0","Units",,,4268,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","1974","1974","GBP","Pound Sterling","0","Units",,,4266,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","1975","1975","GBP","Pound Sterling","0","Units",,,4987,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","1976","1976","GBP","Pound Sterling","0","Units",,,6095,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","1977","1977","GBP","Pound Sterling","0","Units",,,7157,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","1978","1978","GBP","Pound Sterling","0","Units",,,7521,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","1979","1979","GBP","Pound Sterling","0","Units",,,8456,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","1980","1980","GBP","Pound Sterling","0","Units",,,9638,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","1981","1981","GBP","Pound Sterling","0","Units",,,11914,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","1982","1982","GBP","Pound Sterling","0","Units",,,13550,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","1983","1983","GBP","Pound Sterling","0","Units",,,14650,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","1984","1984","GBP","Pound Sterling","0","Units",,,15787,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","1985","1985","GBP","Pound Sterling","0","Units",,,17032,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","1986","1986","GBP","Pound Sterling","0","Units",,,18219,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","1987","1987","GBP","Pound Sterling","0","Units",,,19176,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","1988","1988","GBP","Pound Sterling","0","Units",,,20735,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","1989","1989","GBP","Pound Sterling","0","Units",,,21264,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","1990","1990","GBP","Pound Sterling","0","Units",,,23395,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","1991","1991","GBP","Pound Sterling","0","Units",,,25369,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","1992","1992","GBP","Pound Sterling","0","Units",,,25588,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","1993","1993","GBP","Pound Sterling","0","Units",,,26739,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","1994","1994","GBP","Pound Sterling","0","Units",,,29203,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","1995","1995","GBP","Pound Sterling","0","Units",,,33636,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","1996","1996","GBP","Pound Sterling","0","Units",,,35668,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","1997","1997","GBP","Pound Sterling","0","Units",,,37525,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","1998","1998","GBP","Pound Sterling","0","Units",,,40489,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","1999","1999","GBP","Pound Sterling","0","Units",,,42507,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","2000","2000","GBP","Pound Sterling","0","Units",,,43656,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","2001","2001","GBP","Pound Sterling","0","Units",,,43473,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","2002","2002","GBP","Pound Sterling","0","Units",,,44605,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","2003","2003","GBP","Pound Sterling","0","Units",,,45296,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","2004","2004","GBP","Pound Sterling","0","Units",,,46841,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","2005","2005","GBP","Pound Sterling","0","Units",,,46713,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","2006","2006","GBP","Pound Sterling","0","Units",,,47047,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","2007","2007","GBP","Pound Sterling","0","Units",,,48963,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","2008","2008","GBP","Pound Sterling","0","Units",,,50405,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","2009","2009","GBP","Pound Sterling","0","Units",,,52498,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","2010","2010","GBP","Pound Sterling","0","Units",,,54880,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","2011","2011","GBP","Pound Sterling","0","Units",,,58869,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","2012","2012","GBP","Pound Sterling","0","Units",,,59462,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","2013","2013","GBP","Pound Sterling","0","Units",,,60876,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","2014","2014","GBP","Pound Sterling","0","Units",,,62723,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","2015","2015","GBP","Pound Sterling","0","Units",,,64186,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","2016","2016","GBP","Pound Sterling","0","Units",,,66690,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","2017","2017","GBP","Pound Sterling","0","Units",,,68139,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","2018","2018","GBP","Pound Sterling","0","Units",,,69644,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","2019","2019","GBP","Pound Sterling","0","Units",,,71239,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","2020","2020","GBP","Pound Sterling","0","Units",,,63722,,
"5120","5120 Taxes on specific goods and services","FED","Federal or Central government","2021","2021","GBP","Pound Sterling","0","Units",,,71738,,
"5121","5121 Excises","FED","Federal or Central government","1973","1973","GBP","Pound Sterling","0","Units",,,3797,,
"5121","5121 Excises","FED","Federal or Central government","1974","1974","GBP","Pound Sterling","0","Units",,,4038,,
"5121","5121 Excises","FED","Federal or Central government","1975","1975","GBP","Pound Sterling","0","Units",,,4725,,
"5121","5121 Excises","FED","Federal or Central government","1976","1976","GBP","Pound Sterling","0","Units",,,5810,,
"5121","5121 Excises","FED","Federal or Central government","1977","1977","GBP","Pound Sterling","0","Units",,,6847,,
"5121","5121 Excises","FED","Federal or Central government","1978","1978","GBP","Pound Sterling","0","Units",,,7173,,
"5121","5121 Excises","FED","Federal or Central government","1979","1979","GBP","Pound Sterling","0","Units",,,8080,,
"5121","5121 Excises","FED","Federal or Central government","1980","1980","GBP","Pound Sterling","0","Units",,,8616,,
"5121","5121 Excises","FED","Federal or Central government","1981","1981","GBP","Pound Sterling","0","Units",,,10607,,
"5121","5121 Excises","FED","Federal or Central government","1982","1982","GBP","Pound Sterling","0","Units",,,11903,,
"5121","5121 Excises","FED","Federal or Central government","1983","1983","GBP","Pound Sterling","0","Units",,,12812,,
"5121","5121 Excises","FED","Federal or Central government","1984","1984","GBP","Pound Sterling","0","Units",,,13893,,
"5121","5121 Excises","FED","Federal or Central government","1985","1985","GBP","Pound Sterling","0","Units",,,14939,,
"5121","5121 Excises","FED","Federal or Central government","1986","1986","GBP","Pound Sterling","0","Units",,,16004,,
"5121","5121 Excises","FED","Federal or Central government","1987","1987","GBP","Pound Sterling","0","Units",,,16728,,
"5121","5121 Excises","FED","Federal or Central government","1988","1988","GBP","Pound Sterling","0","Units",,,18066,,
"5121","5121 Excises","FED","Federal or Central government","1989","1989","GBP","Pound Sterling","0","Units",,,18421,,
"5121","5121 Excises","FED","Federal or Central government","1990","1990","GBP","Pound Sterling","0","Units",,,19707,,
"5121","5121 Excises","FED","Federal or Central government","1991","1991","GBP","Pound Sterling","0","Units",,,21474,,
"5121","5121 Excises","FED","Federal or Central government","1992","1992","GBP","Pound Sterling","0","Units",,,22295,,
"5121","5121 Excises","FED","Federal or Central government","1993","1993","GBP","Pound Sterling","0","Units",,,24020,,
"5121","5121 Excises","FED","Federal or Central government","1994","1994","GBP","Pound Sterling","0","Units",,,26217,,
"5121","5121 Excises","FED","Federal or Central government","1995","1995","GBP","Pound Sterling","0","Units",,,28167,,
"5121","5121 Excises","FED","Federal or Central government","1996","1996","GBP","Pound Sterling","0","Units",,,30174,,
"5121","5121 Excises","FED","Federal or Central government","1997","1997","GBP","Pound Sterling","0","Units",,,31866,,
"5121","5121 Excises","FED","Federal or Central government","1998","1998","GBP","Pound Sterling","0","Units",,,34487,,
"5121","5121 Excises","FED","Federal or Central government","1999","1999","GBP","Pound Sterling","0","Units",,,36471,,
"5121","5121 Excises","FED","Federal or Central government","2000","2000","GBP","Pound Sterling","0","Units",,,37271,,
"5121","5121 Excises","FED","Federal or Central government","2001","2001","GBP","Pound Sterling","0","Units",,,36597,,
"5121","5121 Excises","FED","Federal or Central government","2002","2002","GBP","Pound Sterling","0","Units",,,37444,,
"5121","5121 Excises","FED","Federal or Central government","2003","2003","GBP","Pound Sterling","0","Units",,,38047,,
"5121","5121 Excises","FED","Federal or Central government","2004","2004","GBP","Pound Sterling","0","Units",,,39416,,
"5121","5121 Excises","FED","Federal or Central government","2005","2005","GBP","Pound Sterling","0","Units",,,39256,,
"5121","5121 Excises","FED","Federal or Central government","2006","2006","GBP","Pound Sterling","0","Units",,,39364,,
"5121","5121 Excises","FED","Federal or Central government","2007","2007","GBP","Pound Sterling","0","Units",,,40424,,
"5121","5121 Excises","FED","Federal or Central government","2008","2008","GBP","Pound Sterling","0","Units",,,41666,,
"5121","5121 Excises","FED","Federal or Central government","2009","2009","GBP","Pound Sterling","0","Units",,,43867,,
"5121","5121 Excises","FED","Federal or Central government","2010","2010","GBP","Pound Sterling","0","Units",,,45442,,
"5121","5121 Excises","FED","Federal or Central government","2011","2011","GBP","Pound Sterling","0","Units",,,46152,,
"5121","5121 Excises","FED","Federal or Central government","2012","2012","GBP","Pound Sterling","0","Units",,,46800,,
"5121","5121 Excises","FED","Federal or Central government","2013","2013","GBP","Pound Sterling","0","Units",,,46576,,
"5121","5121 Excises","FED","Federal or Central government","2014","2014","GBP","Pound Sterling","0","Units",,,47113,,
"5121","5121 Excises","FED","Federal or Central government","2015","2015","GBP","Pound Sterling","0","Units",,,47284,,
"5121","5121 Excises","FED","Federal or Central government","2016","2016","GBP","Pound Sterling","0","Units",,,47942,,
"5121","5121 Excises","FED","Federal or Central government","2017","2017","GBP","Pound Sterling","0","Units",,,48689,,
"5121","5121 Excises","FED","Federal or Central government","2018","2018","GBP","Pound Sterling","0","Units",,,49125,,
"5121","5121 Excises","FED","Federal or Central government","2019","2019","GBP","Pound Sterling","0","Units",,,49285,,
